,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blueprint Name,Best Price,Outer Ring,The Forge,The Citadel,Black Rise,Molden Heath,Heimatar,Metropolis,Tash-Murkon,Devoid,The Bleak Lands,Domain,Kador,Aridia,Kor-Azor,Genesis,Sinq Laison,Everyshore,Solitude,Placid,Essence,Verge Vendor,Derelik,Khanid,Syndicate,Venal,Curse,Lonetrek,Great Wildlands,Stain
Small Anti-Explosive Screen Reinforcer I Blueprint,"125,000.00",,"125,000.00","125,000.00","125,000.00",,"125,000.00","125,000.00","125,000.00","125,000.00","125,000.00","125,000.00","125,000.00","125,000.00","125,000.00","125,000.00","125,000.00",,,"125,000.00","125,000.00",,,,"125,000.00",,,"125,000.00",,
Small Anti-Kinetic Screen Reinforcer I Blueprint,"125,000.00",,"125,000.00","125,000.00","125,000.00",,"125,000.00","125,000.00","125,000.00","125,000.00","125,000.00","125,000.00","125,000.00","125,000.00","125,000.00","125,000.00","125,000.00",,,"125,000.00","125,000.00",,,,"125,000.00",,,"125,000.00",,
Small Anti-Thermal Screen Reinforcer I Blueprint,"125,000.00",,"125,000.00","125,000.00","125,000.00",,"125,000.00","125,000.00","125,000.00","125,000.00","125,000.00","125,000.00","125,000.00","125,000.00","125,000.00","125,000.00","125,000.00",,,"125,000.00","125,000.00",,,,"125,000.00",,,"125,000.00",,
Small Core Defense Capacitor Safeguard I Blueprint,"125,000.00",,"125,000.00","125,000.00","125,000.00",,"125,000.00","125,000.00","125,000.00","125,000.00","125,000.00","125,000.00","125,000.00","125,000.00","125,000.00","125,000.00","125,000.00",,,"125,000.00","125,000.00",,,,"125,000.00",,,"125,000.00",,
Small Core Defense Charge Economizer I Blueprint,"125,000.00",,"125,000.00","125,000.00","125,000.00",,"125,000.00","125,000.00","125,000.00","125,000.00","125,000.00","125,000.00","125,000.00","125,000.00","125,000.00","125,000.00","125,000.00",,,"125,000.00","125,000.00",,,,"125,000.00",,,"125,000.00",,
Small Core Defense Field Extender I Blueprint,"125,000.00",,"125,000.00","125,000.00","125,000.00",,"125,000.00","125,000.00","125,000.00","125,000.00","125,000.00","125,000.00","125,000.00","125,000.00","125,000.00","125,000.00","125,000.00",,,"125,000.00","125,000.00",,,,"125,000.00",,,"125,000.00",,
Small Core Defense Field Purger I Blueprint,"125,000.00",,"125,000.00","125,000.00","125,000.00",,"125,000.00","125,000.00","125,000.00","125,000.00","125,000.00","125,000.00","125,000.00","125,000.00","125,000.00","125,000.00","125,000.00",,,"125,000.00","125,000.00",,,,"125,000.00",,,"125,000.00",,
Small Core Defense Operational Solidifier I Blueprint,"125,000.00",,"125,000.00","125,000.00","125,000.00",,"125,000.00","125,000.00","125,000.00","125,000.00","125,000.00","125,000.00","125,000.00","125,000.00","125,000.00","125,000.00","125,000.00",,,"125,000.00","125,000.00",,,,"125,000.00",,,"125,000.00",,
Small Drone Control Range Augmentor I Blueprint,"125,000.00",,"125,000.00",,,"125,000.00","125,000.00","125,000.00",,,,"125,000.00","125,000.00","125,000.00",,,"125,000.00","125,000.00","125,000.00","125,000.00","125,000.00","125,000.00",,,,,,,,
Small Drone Durability Enhancer I Blueprint,"125,000.00",,"125,000.00",,,"125,000.00","125,000.00","125,000.00",,,,"125,000.00","125,000.00","125,000.00",,,"125,000.00","125,000.00","125,000.00","125,000.00","125,000.00","125,000.00",,,,,,,,
Small Drone Mining Augmentor I Blueprint,"125,000.00",,"125,000.00",,,"125,000.00","125,000.00","125,000.00",,,,"125,000.00","125,000.00","125,000.00",,,"125,000.00","125,000.00","125,000.00","125,000.00","125,000.00","125,000.00",,,,,,,,
Small Drone Repair Augmentor I Blueprint,"125,000.00",,"125,000.00",,,"125,000.00","125,000.00","125,000.00",,,,"125,000.00","125,000.00","125,000.00",,,"125,000.00","125,000.00","125,000.00","125,000.00","125,000.00","125,000.00",,,,,,,,
Small Drone Speed Augmentor I Blueprint,"125,000.00",,"125,000.00",,,"125,000.00","125,000.00","125,000.00",,,,"125,000.00","125,000.00","125,000.00",,,"125,000.00","125,000.00","125,000.00","125,000.00","125,000.00","125,000.00",,,,,,,,
Small Drone Scope Chip I Blueprint,"125,000.00",,"125,000.00",,,"125,000.00","125,000.00","125,000.00",,,,"125,000.00","125,000.00","125,000.00",,,"125,000.00","125,000.00","125,000.00","125,000.00","125,000.00","125,000.00",,,,,,,,
Small Sentry Damage Augmentor I Blueprint,"125,000.00",,"125,000.00",,,"125,000.00","125,000.00","125,000.00",,,,"125,000.00","125,000.00","125,000.00",,,"125,000.00","125,000.00","125,000.00","125,000.00","125,000.00","125,000.00",,,,,,,,
Small Stasis Drone Augmentor I Blueprint,"125,000.00",,"125,000.00",,,"125,000.00","125,000.00","125,000.00",,,,"125,000.00","125,000.00","125,000.00",,,"125,000.00","125,000.00","125,000.00","125,000.00","125,000.00","125,000.00",,,,,,,,
Small Freight Container Blueprint,"125,000.00",,,,,,,,,,,,,,,,"125,000.00","125,000.00","125,000.00","125,000.00","125,000.00","125,000.00",,,,,,,,
Small Transverse Bulkhead I Blueprint,"125,000.00",,,,,,,,"125,000.00",,"125,000.00","125,000.00","125,000.00",,,"125,000.00",,,,,,,,"125,000.00",,,,,,
Small Higgs Anchor I Blueprint,"125,000.00",,"125,000.00","125,000.00",,,"125,000.00","125,000.00",,,,"125,000.00",,,"125,000.00","125,000.00","125,000.00",,,"125,000.00","125,000.00","125,000.00","125,000.00",,"125,000.00",,,"125,000.00","125,000.00",
Small Command Processor I Blueprint,"125,000.00",,"125,000.00","125,000.00","125,000.00","125,000.00","125,000.00","125,000.00","125,000.00","125,000.00","125,000.00","125,000.00","125,000.00","125,000.00","125,000.00","125,000.00","125,000.00","125,000.00","125,000.00","125,000.00","125,000.00","125,000.00","125,000.00","125,000.00","125,000.00",,,"125,000.00","125,000.00",
Medium Shield Extender I Blueprint,"124,740.00",,"124,740.00","124,740.00","124,740.00","124,740.00","124,740.00","124,740.00",,,,,,,,,,,,,,,,,,,,"124,740.00",,
Medium Remote Shield Booster I Blueprint,"124,700.00",,"124,700.00","124,700.00","124,700.00",,"124,700.00","124,700.00","124,700.00","124,700.00","124,700.00","124,700.00","124,700.00","124,700.00","124,700.00","124,700.00","124,700.00",,,"124,700.00","124,700.00",,,,"124,700.00",,,"124,700.00",,
Medium Remote Armor Repairer I Blueprint,"124,700.00",,,,,,,,"124,700.00",,"124,700.00","124,700.00","124,700.00",,,"124,700.00","124,700.00",,"124,700.00","124,700.00","124,700.00","124,700.00",,,,,,,,
250mm Light Artillery Cannon I Blueprint,"120,000.00",,,,,"120,000.00","120,000.00","120,000.00",,,,,,,,,,,,,,,,,,,,,,
Small Focused Pulse Laser I Blueprint,"120,000.00",,,,,,,,"120,000.00","120,000.00","120,000.00","120,000.00","120,000.00","120,000.00","120,000.00","120,000.00",,,,,,,,,,,,,,
Nuclear M Blueprint,"120,000.00",,,,,"120,000.00","120,000.00","120,000.00",,,,,,,,,,,,,,,,,,,,,,
Light Neutron Blaster I Blueprint,"120,000.00",,"120,000.00","120,000.00",,,,,,,,,,,,,"120,000.00","120,000.00","120,000.00","120,000.00","120,000.00",,,,,,,"120,000.00",,
Defender Missile I Blueprint,"120,000.00",,"120,000.00","120,000.00","120,000.00",,"120,000.00","120,000.00","120,000.00","120,000.00","120,000.00","120,000.00","120,000.00",,,"120,000.00","120,000.00","120,000.00","120,000.00","120,000.00","120,000.00","120,000.00",,,"120,000.00",,,"120,000.00",,
Medium Standard Container Blueprint,"120,000.00",,,,,,,,,,,,,,,,"120,000.00","120,000.00","120,000.00","120,000.00","120,000.00","120,000.00",,,,,,,,
Signal Amplifier I Blueprint,"118,400.00","118,400.00","118,400.00","118,400.00","118,400.00",,"118,400.00","118,400.00","118,400.00","118,400.00","118,400.00","118,400.00","118,400.00","118,400.00",,"118,400.00","118,400.00","118,400.00",,"118,400.00","118,400.00","118,400.00",,,,,,"118,400.00",,
Small Capacitor Booster I Blueprint,"112,500.00",,"112,500.00","112,500.00",,"112,500.00","112,500.00","112,500.00","112,500.00","112,500.00","112,500.00","112,500.00","112,500.00","112,500.00","112,500.00","112,500.00","112,500.00",,,"112,500.00","112,500.00",,"112,500.00","112,500.00","112,500.00",,,"112,500.00",,
Tungsten Charge M Blueprint,"110,000.00",,"110,000.00","110,000.00","110,000.00","110,000.00","110,000.00","110,000.00","110,000.00","110,000.00",,"110,000.00",,,"110,000.00","110,000.00","110,000.00","110,000.00","110,000.00","110,000.00","110,000.00","110,000.00",,,"110,000.00",,,"110,000.00",,
EMP S Blueprint,"100,000.00",,"100,000.00","100,000.00",,"100,000.00","100,000.00","100,000.00","100,000.00",,"100,000.00","100,000.00","100,000.00",,"100,000.00","100,000.00","100,000.00","100,000.00","100,000.00","100,000.00","100,000.00","100,000.00",,,,,,"100,000.00",,
Antimatter Charge S Blueprint,"100,000.00",,"100,000.00","100,000.00","100,000.00","100,000.00","100,000.00","100,000.00","100,000.00","100,000.00","100,000.00","100,000.00","100,000.00","100,000.00","100,000.00","100,000.00","100,000.00","100,000.00","100,000.00","100,000.00","100,000.00","100,000.00",,,"100,000.00",,,"100,000.00",,
Infrared M Blueprint,"100,000.00",,,,,,,,"100,000.00",,"100,000.00","100,000.00","100,000.00","100,000.00","100,000.00","100,000.00",,,,,,,,,,,,,,
Cap Booster 25 Blueprint,"100,000.00",,"100,000.00","100,000.00",,"100,000.00","100,000.00","100,000.00","100,000.00","100,000.00","100,000.00","100,000.00","100,000.00","100,000.00","100,000.00","100,000.00","100,000.00",,,"100,000.00",,,"100,000.00","100,000.00",,,,"100,000.00",,
Small Cap Battery I Blueprint,"100,000.00",,"100,000.00","100,000.00","100,000.00",,"100,000.00","100,000.00","100,000.00","100,000.00",,"100,000.00","100,000.00","100,000.00",,"100,000.00","100,000.00",,,"100,000.00","100,000.00",,,,"100,000.00",,,"100,000.00",,
Veldspar Mining Crystal I Blueprint,"100,000.00","100,000.00","100,000.00","100,000.00",,"100,000.00","100,000.00","100,000.00","100,000.00","100,000.00","100,000.00","100,000.00","100,000.00",,"100,000.00","100,000.00","100,000.00","100,000.00","100,000.00","100,000.00","100,000.00","100,000.00","100,000.00",,"100,000.00",,,"100,000.00",,
Warp Core Stabilizer I Blueprint,"99,940.00",,"99,940.00","99,940.00","99,940.00","99,940.00","99,940.00","99,940.00","99,940.00",,"99,940.00","99,940.00","99,940.00","99,940.00","99,940.00","99,940.00","99,940.00",,"99,940.00","99,940.00","99,940.00","99,940.00",,,,,,"99,940.00",,
Reactor Control Unit I Blueprint,"99,200.00",,"99,200.00","99,200.00","99,200.00",,,,,,,,,,,,,,,,,,,,,,,"99,200.00",,
Power Diagnostic System I Blueprint,"99,200.00",,"99,200.00","99,200.00","99,200.00",,,,,,,,,,,,,,,,,,,,,,,"99,200.00",,
Tracking Computer I Blueprint,"99,000.00",,"99,000.00","99,000.00",,,,"99,000.00",,,,"99,000.00",,,"99,000.00","99,000.00","99,000.00",,,"99,000.00","99,000.00","99,000.00",,,,,,"99,000.00",,
Omnidirectional Tracking Link I Blueprint,"99,000.00",,"99,000.00",,,"99,000.00","99,000.00","99,000.00",,,,"99,000.00","99,000.00","99,000.00",,,,"99,000.00",,,"99,000.00",,,,,,,,,
Missile Guidance Computer I Blueprint,"99,000.00",,"99,000.00","99,000.00","99,000.00","99,000.00","99,000.00","99,000.00","99,000.00","99,000.00","99,000.00","99,000.00","99,000.00","99,000.00","99,000.00","99,000.00","99,000.00",,,"99,000.00","99,000.00",,,,"99,000.00",,,"99,000.00",,
Sensor Booster I Blueprint,"98,700.00",,"98,700.00","98,700.00","98,700.00",,"98,700.00","98,700.00","98,700.00","98,700.00",,"98,700.00","98,700.00","98,700.00",,"98,700.00","98,700.00",,,,,,,,,,,"98,700.00",,
Capacitor Power Relay I Blueprint,"97,440.00",,"97,440.00","97,440.00","97,440.00",,,,,,,,,,,,,,,,,,,,,,,"97,440.00",,
Shield Power Relay I Blueprint,"97,440.00",,"97,440.00","97,440.00","97,440.00",,,,,,,,,,,,,,,,,,,,,,,"97,440.00",,
Miner I Blueprint,"92,720.00","92,720.00","92,720.00","92,720.00",,"92,720.00","92,720.00","92,720.00","92,720.00","92,720.00","92,720.00","92,720.00","92,720.00",,"92,720.00","92,720.00","92,720.00","92,720.00","92,720.00","92,720.00","92,720.00","92,720.00","92,720.00",,"92,720.00",,,"92,720.00",,
Small Shield Booster I Blueprint,"91,160.00",,"91,160.00","91,160.00","91,160.00","91,160.00","91,160.00","91,160.00","91,160.00","91,160.00","91,160.00","91,160.00","91,160.00","91,160.00","91,160.00","91,160.00","91,160.00","91,160.00",,"91,160.00","91,160.00","91,160.00",,,"91,160.00",,,"91,160.00",,
200mm AutoCannon I Blueprint,"90,000.00",,"90,000.00","90,000.00",,"90,000.00","90,000.00","90,000.00","90,000.00",,"90,000.00","90,000.00","90,000.00",,"90,000.00","90,000.00","90,000.00","90,000.00","90,000.00","90,000.00","90,000.00","90,000.00",,,,,,"90,000.00",,
Dual Light Beam Laser I Blueprint,"90,000.00",,"90,000.00",,,"90,000.00","90,000.00","90,000.00","90,000.00","90,000.00","90,000.00","90,000.00","90,000.00","90,000.00","90,000.00","90,000.00","90,000.00",,,"90,000.00",,,"90,000.00",,,,,,,
Light Ion Blaster I Blueprint,"90,000.00",,"90,000.00","90,000.00",,,"90,000.00","90,000.00","90,000.00","90,000.00",,"90,000.00",,,"90,000.00","90,000.00","90,000.00","90,000.00","90,000.00","90,000.00","90,000.00","90,000.00",,,"90,000.00",,,"90,000.00",,
Rapid Light Missile Launcher I Blueprint,"90,000.00",,"90,000.00","90,000.00","90,000.00",,"90,000.00","90,000.00",,,"90,000.00","90,000.00","90,000.00",,,"90,000.00","90,000.00","90,000.00","90,000.00","90,000.00",,,,,,,,"90,000.00",,
125mm Railgun I Blueprint,"90,000.00",,"90,000.00","90,000.00","90,000.00",,,,,,,,,,,,,,,,,,,,,,,"90,000.00",,
Small Tractor Beam I Blueprint,"90,000.00",,"90,000.00","90,000.00","90,000.00","90,000.00","90,000.00","90,000.00","90,000.00",,"90,000.00","90,000.00","90,000.00","90,000.00","90,000.00","90,000.00","90,000.00",,"90,000.00","90,000.00","90,000.00","90,000.00",,,,,,"90,000.00",,
Shield Recharger I Blueprint,"87,360.00",,"87,360.00","87,360.00",,"87,360.00","87,360.00","87,360.00","87,360.00","87,360.00","87,360.00","87,360.00","87,360.00","87,360.00","87,360.00","87,360.00","87,360.00","87,360.00",,"87,360.00","87,360.00","87,360.00",,,"87,360.00",,,"87,360.00",,
Phased Plasma S Blueprint,"80,000.00",,"80,000.00","80,000.00",,"80,000.00","80,000.00","80,000.00","80,000.00",,"80,000.00","80,000.00","80,000.00","80,000.00","80,000.00","80,000.00","80,000.00","80,000.00","80,000.00","80,000.00","80,000.00","80,000.00",,,,,,"80,000.00",,
Carbonized Lead M Blueprint,"80,000.00",,"80,000.00","80,000.00",,"80,000.00","80,000.00","80,000.00","80,000.00",,"80,000.00","80,000.00","80,000.00",,"80,000.00","80,000.00","80,000.00","80,000.00","80,000.00","80,000.00","80,000.00","80,000.00",,,,,,"80,000.00",,
Plutonium Charge S Blueprint,"80,000.00",,"80,000.00","80,000.00","80,000.00","80,000.00","80,000.00","80,000.00","80,000.00","80,000.00","80,000.00","80,000.00","80,000.00","80,000.00","80,000.00","80,000.00","80,000.00","80,000.00","80,000.00","80,000.00","80,000.00","80,000.00",,,"80,000.00",,,"80,000.00",,
Iron Charge M Blueprint,"80,000.00",,"80,000.00","80,000.00","80,000.00","80,000.00","80,000.00","80,000.00","80,000.00","80,000.00",,"80,000.00","80,000.00",,"80,000.00","80,000.00","80,000.00","80,000.00","80,000.00","80,000.00","80,000.00","80,000.00",,,"80,000.00",,,"80,000.00",,
Small Secure Container Blueprint,"80,000.00",,,,,,,,"80,000.00",,"80,000.00","80,000.00","80,000.00","80,000.00","80,000.00","80,000.00",,,,,,,,,,,,,,
Adaptive Nano Plating I Blueprint,"74,680.00",,"74,680.00",,,"74,680.00","74,680.00","74,680.00","74,680.00","74,680.00","74,680.00","74,680.00","74,680.00","74,680.00","74,680.00","74,680.00","74,680.00",,,"74,680.00",,,"74,680.00",,,,,,,
Fusion S Blueprint,"70,000.00",,"70,000.00","70,000.00",,"70,000.00","70,000.00","70,000.00","70,000.00",,"70,000.00","70,000.00","70,000.00",,"70,000.00","70,000.00","70,000.00","70,000.00","70,000.00","70,000.00","70,000.00","70,000.00",,,,,,"70,000.00",,
Uranium Charge S Blueprint,"70,000.00",,"70,000.00","70,000.00","70,000.00","70,000.00","70,000.00","70,000.00","70,000.00","70,000.00",,"70,000.00",,,"70,000.00","70,000.00","70,000.00","70,000.00","70,000.00","70,000.00","70,000.00","70,000.00",,,"70,000.00",,,"70,000.00",,
1MN Afterburner I Blueprint,"64,500.00",,"64,500.00","64,500.00",,"64,500.00","64,500.00","64,500.00","64,500.00","64,500.00","64,500.00","64,500.00","64,500.00","64,500.00","64,500.00","64,500.00","64,500.00","64,500.00","64,500.00","64,500.00","64,500.00","64,500.00",,,"64,500.00",,,"64,500.00",,
Light Missile Launcher I Blueprint,"60,000.00",,"60,000.00","60,000.00","60,000.00","60,000.00","60,000.00","60,000.00","60,000.00","60,000.00","60,000.00","60,000.00","60,000.00","60,000.00","60,000.00","60,000.00","60,000.00","60,000.00","60,000.00","60,000.00","60,000.00","60,000.00",,,"60,000.00",,,"60,000.00",,
150mm Light AutoCannon I Blueprint,"60,000.00",,"60,000.00","60,000.00",,"60,000.00","60,000.00","60,000.00","60,000.00",,"60,000.00","60,000.00","60,000.00",,"60,000.00","60,000.00","60,000.00","60,000.00","60,000.00","60,000.00","60,000.00","60,000.00",,,,,,"60,000.00",,
Dual Light Pulse Laser I Blueprint,"60,000.00",,"60,000.00",,,"60,000.00","60,000.00","60,000.00","60,000.00","60,000.00","60,000.00","60,000.00","60,000.00","60,000.00","60,000.00","60,000.00","60,000.00",,,"60,000.00",,,"60,000.00",,,,,,,
Titanium Sabot S Blueprint,"60,000.00",,"60,000.00","60,000.00",,"60,000.00","60,000.00","60,000.00","60,000.00",,"60,000.00","60,000.00","60,000.00",,"60,000.00","60,000.00","60,000.00","60,000.00","60,000.00","60,000.00","60,000.00","60,000.00",,,,,,"60,000.00",,
Light Electron Blaster I Blueprint,"60,000.00",,"60,000.00","60,000.00",,,"60,000.00","60,000.00","60,000.00","60,000.00",,"60,000.00",,,"60,000.00","60,000.00","60,000.00","60,000.00","60,000.00","60,000.00","60,000.00","60,000.00",,,"60,000.00",,,"60,000.00",,
Thorium Charge S Blueprint,"60,000.00",,"60,000.00","60,000.00","60,000.00","60,000.00","60,000.00","60,000.00","60,000.00","60,000.00",,"60,000.00","60,000.00","60,000.00","60,000.00","60,000.00","60,000.00","60,000.00","60,000.00","60,000.00","60,000.00","60,000.00",,,"60,000.00",,,"60,000.00",,
Core Probe Launcher I Blueprint,"60,000.00",,"60,000.00","60,000.00",,"60,000.00",,"60,000.00","60,000.00",,,"60,000.00",,"60,000.00","60,000.00","60,000.00","60,000.00","60,000.00",,"60,000.00",,"60,000.00","60,000.00","60,000.00",,,,"60,000.00",,
Expanded Probe Launcher I Blueprint,"60,000.00",,"60,000.00","60,000.00",,"60,000.00",,"60,000.00","60,000.00",,,"60,000.00",,"60,000.00","60,000.00","60,000.00","60,000.00","60,000.00",,"60,000.00",,"60,000.00","60,000.00","60,000.00",,,,"60,000.00",,
Survey Probe Launcher I Blueprint,"60,000.00",,"60,000.00","60,000.00",,"60,000.00",,"60,000.00","60,000.00",,,"60,000.00",,"60,000.00","60,000.00","60,000.00","60,000.00","60,000.00",,"60,000.00",,"60,000.00","60,000.00","60,000.00",,,,"60,000.00",,
Inertial Stabilizers I Blueprint,"54,380.00",,"54,380.00","54,380.00",,,,"54,380.00","54,380.00","54,380.00",,"54,380.00","54,380.00","54,380.00","54,380.00","54,380.00","54,380.00","54,380.00","54,380.00","54,380.00","54,380.00","54,380.00",,,,,,"54,380.00",,
